PROYECTO,TIPO DE PRODUCTO,SUBPRODUCTO,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,COLABORACION,DESCRIPCION,COLABORAC?N INTERNA,ALIADOS  SENECA,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,OTRAS INSTITUCIONES,TIPO DE RELACION,PROYECTO2,TIPO DE COMPROMISO,N£mero de autores,N£mero de autores S‚neca,N£mero de grupos involucrados,N£mero de grupos S‚neca involucrados,N£mero de InstitucIONes,N£mero de InstitucIONes S‚neca,DESCRIPCION PRODUCTO,ENLACE,Caso SSOFI,EstudIantes,Informe de reporte,titulo,Validado Colciencias,Autor 1,Inst Autor 1,Grupo Autor 1,Autor 2,Inst Autor 2,Grupo Autor 2,Autor 3,Inst Autor 3,Grupo Autor 3,Autor 4,Inst Autor 4,Grupo Autor 4,Autor 5,Inst Autor 5,Grupo Autor 5,Autor 6,Inst Autor 6,Grupo Autor 6,Autor 7,Inst Autor 7,Grupo Autor 7,Autor 8,Inst Autor 8,Grupo Autor 8,Autor 9,Inst Autor 9,Grupo Autor 9,Autor 10,Inst Autor 10,Grupo Autor 10,Autor 11,Inst Autor 11,Grupo Autor 11,Autor 12,Inst Autor 12,Grupo Autor 12,Autor 13,Inst Autor 13,Grupo Autor 13,Autor 14,Inst Autor 14,Grupo Autor 14,PublicacION,Factor impacto
PROY5,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,#REF!,#REF!,NINGUNA,,PROYECTO,UNIVERSIDAD DEL VALLE,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,3,1,1,1,1,1,HTTPS://DOI.ORG/10.1016/J.BIOSYSTEMSENG.2021.11.009,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1FVWXOPH1PN-28CO1PG0KBNW3SQLFU-VT/VIEW?USP=SHARING,,,7,"VISCO-ELASTIC-PLASTIC MODEL TO REPRESENT THE COMPRESSION BEHAVIOUR OF SUGARCANE
AGRICULTURAL RESIDUE",,PABON ROJAS CRISTHION LEONARDO,UNIVERSIDAD DE ANTIOQUIA,GEA,CARLOS ANDRES TRUJILLO SUAREZ,UNIVERSIDAD DE ANTIOQUIA,GEA,JUAN CARLOS SERRRANO RICO,UNIVERSIDAD DE PAMPLONA,GIMUP,ELKIN GREGORIO FLOREZ SERRANO,UNIVERSIDAD DE PAMPLONA,GIMUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICREPQ?21,
PROY2,FORMACION_RH,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,ADICIONAL,,,,,,,MARLLORY ISAZA RUIZ,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1PP30J5TDDIJVBERHVSRKW5GJEOHAOG8P/VIEW?USP=SHARING,2069,FINALIZADO,7,DOCTORADO EN INGENIERIA DE MATERIALES - UNIVERSIDAD DE ANTIOQUIA,,CAICEDO ZUNIGA JOYNER ESTEBAN,UNIVERSIDAD DEL VALLE,ESCUELA DE INGENIERIA MECANICA,GONZALO FERNANDO CASANOVA GARCIA,UNIVERSIDAD DEL VALLE,ESCUELA DE INGENIERIA MECANICA,JOSE JAIME GARCIA ALVAREZ,UNIVERSIDAD DEL VALLE,ESCUELA DE INGENIERIA CIVIL Y GEOMATICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOSYSTEMS ENGINEERING,4.12
PROY1,FORMACION_RH,OTRO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,,,,,,,,,,,,,,,,,NINGUNA,,ADICIONAL,,,,,,,ANDR‚S SALDARRIAGA GUTI‚RREZ,,2063,FINALIZADO,7,"EL ESTUDIONTE DE PREGRADO ANDR‚S SALDARRIAGA GUTI‚RREZ QUION DESARROLLO SU TRABAJO DE GRADO EN MARCO DEL PROYECTO P3 FUE MERECEDOR DEL PREMIO A LA INVESTIGACION UNIVERSIDAD DE ANTIOQUIA, SEGUNDA CATEGORIA, PARA ESTUDIONTES EN EL ?REA DE INGENIERIA Y TECNOLOGIAS CON EL TRABAJO TITULADO DISE¤O Y SIMULACION DE UNA TURBINA DE EJE VERTICAL (VAWT) PARA BAJAS VELOCIDADES DE VIONTO.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY6,NUEVO_CONOCIMIONTO,CAPITULO DE LIBRO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,,,PROYECTO,,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,6,3,3,3,1,1,DOI: HTTPS://DOI.ORG/10.22533/AT.ED.246211811,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1IGWLJ7W-NUYFC1GIYSQK3OKHO8EQ8CKP/VIEW?USP=SHARING,,,7,"BIODIGESTIO DE POME COMO ALTERNATIVA
ENERGETICA E AMBIENTAL EM PLANTA DE
PRODUCTO DE OLEO DE PALMA",,DANIEL DOMINGUEZ CARVAJAL,UNIVERSIDAD DE ANTIOQUIA,FACULTAD DE INGENIERIA,ANA MARCELA MOSQUERA MENA,UNIVERSIDAD DE ANTIOQUIA,FACULTAD DE INGENIERIA,JOHN ALEJANDRO RUIZ PULGARIN,UNIVERSIDAD DE ANTIOQUIA,FACULTAD DE CIONCIAS EXACTAS Y NATURALES,FRANCISCO JOSE MOLINA PEREZ,UNIVERSIDAD DE ANTIOQUIA,FACULTAD DE INGENIERIA,CARLOS ALBERTO PELAEZ JARAMILLO,UNIVERSIDAD DE ANTIOQUIA,FACULTAD DE CIONCIAS EXACTAS Y NATURALES,MARIONA PENUELA VASQUEZ,UNIVERSIDAD DE ANTIOQUIA,FACULTAD DE INGENIERIA,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY7,FORMACION_RH,VINCULACION DE ESTUDIONTE DE PREGRADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,,,,,,,,,,,,,,,,,,,OBLIGATORIO,,,,,,,RAFAEL GALARCIO NAVARRO,,,EN CURSO,7,INGENIERIA MECANICA - UNICORDOBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY7,FORMACION_RH,VINCULACION DE ESTUDIONTE DE PREGRADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,,,,,,,,,,,,,,,,,,,OBLIGATORIO,,,,,,,ANDRES CAMILO HERNANDEZ RUIZ,,,EN CURSO,7,INGENIERIA MECANICA - UNICORDOBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY12,FORMACION_RH,VINCULACION DE ESTUDIONTE DE PREGRADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,,,,,,,,,,,,,,,,,,,OBLIGATORIO,,,,,,,LUIS FELIPE SANCHEZ RAMIREZ,,,EN CURSO,7,INGENIERIA MECANICA - UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY14,APROPIACION,EVENTO CIONTIFICO,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,,,,,,,,,,,,,,,,,OBLIGATORIO,,,,,,,WEBINAR: BIG DATA Y DATA ANALYTICS EN EL SECTOR EL‚CTRICO. CASO DE ESTUDIO: PREDICCION DE DEMANDA DE ENERGIA,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY14,APROPIACION,EVENTO CIONTIFICO,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,,,,,,,,,,,,,,,,,OBLIGATORIO,,,,,,,WEBINAR: HERRAMIONTAS PARA LA PLANEACION Y GESTION DE MICRORREDES EL‚CTRICAS,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY14,APROPIACION,EVENTO CIONTIFICO,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,,,,,,,,,,,,,,,,,OBLIGATORIO,,,,,,,WEBINAR: ENFOQUES DIVERSOS DESDE LA TECNOLOGIA,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY13,FORMACION_RH,VINCULACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,,,,,,,,,,,,,,,,,ADICIONAL,,,,,,,ROBINSON ORTIZ,,,EN CURSO,7,DOCTORADO EN INGENIERIA ELECTRONICA Y DE COMPUTACION UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY7,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,"UNIVERSIDAD DE ANTIOQUIA, UNIVERSIDAD DE CORDOBA, FRIGOSIN£",,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,5,4,3,3,3,3,HTTPS://DOI.ORG/10.1016/J.CSITE.2021.101678,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1BKRAPKNOOR8TL0P_HRUJJ268LNJ4MHGY/VIEW?USP=SHARING,2087,,8,"MODELING THE OPTIMAL CONDITION FOR DRYING RUMEN CONTENTS USING A
SOLAR GREENHOUSE DRYER",,ANDRES FELIPE COLORADO GRANDA,UNIVERSIDAD DE ANTIOQUIA,GASURE,OSWALD LEONARDO MORALES NUNES,FRIGOSINU,FRIGOSINU,OSSA HENAO DIONA MARCELA,UNIVERSIDAD DE CORDOBA,FACULTAD DE INGENIERIA,ANDRES AMELL ARRIETA,UNIVERSIDAD DE ANTIOQUIA,GASURE,EDWIN LENIN CHICA ARRIETA,UNIVERSIDAD DE ANTIOQUIA,GEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASE STUDIES IN THERMAL ENGINEERING,4.72
PROY11,FORMACION_RH,VINCULACION DE ESTUDIONTE DE PREGRADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,OBLIGATORIO,,,,,,,RAFAEL ANTONIO ME¤ACA CABRERA,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1D7BLGRB3LMWY4TBY5XF6LFS0IDYXVGKA/VIEW?USP=SHARING,2084,EN CURSO,8,INGENIERIA MECANICA - UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY11,FORMACION_RH,JOVEN INVESTIGADOR,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,ADICIONAL,,,,,,,DANIEL ALEJANDRO GIL,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1IGA5D0LCUGPZVAQGT8BSGTJCBKTT0HMN/VIEW?USP=SHARING,2084,EN CURSO,8,ESTUDIONTE DE PREGRADO - INGENIERIA MECANICA - UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY11,FORMACION_RH,JOVEN INVESTIGADOR,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,ADICIONAL,,,,,,,FELIPE RUIZ SEA,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1U_3MCVSL02S_SWHOJ14SPJUFM_QRPCT5/VIEW?USP=SHARING,2084,EN CURSO,8,ESTUDIONTE DE PREGRADO - INGENIERIA MECANICA - UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY3,NUEVO_CONOCIMIONTO,ARTICULO B,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,"UNIVERSIDAD DE ANTIOQUIA, UNIVERSIDAD DE PAMPLONA",,,,,,,,,,,,,NINGUNA,,ADICIONAL,3,2,2,2,2,2,HTTPS://DOI.ORG/10.14483/23448393.18127,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1MTLNJ1KF62I_QMEAVRMDG7IEZZTPONGF/VIEW?USP=SHARING,2086,,8,"ESTUDIO DE DESEMPE¤O DE DISTINTOS PERFILES DE  LABE DE UNA TURBINA EOLICA PARA
APROVECHAR VIONTOS DE BAJA VELOCIDAD",,GALLO JARAMILLO LUIS ANTONIO,UNIVERSIDAD DE ANTIOQUIA,GEA,EDWIN LENIN CHICA ARRIETA,UNIVERSIDAD DE ANTIOQUIA,GEA,ELKIN GREGORIO FLOREZ SERRANO,UNIVERSIDAD DE PAMPLONA,UNIVERSIDAD DE PAMPLONA,FACULTAD DE INGENIERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REVISTA INGENIERIA FRANCISCO JOSE DE CALDAS,
PROY4,FORMACION_RH,VINCULACION DE ESTUDIONTE DE PREGRADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,JUAN DIEGO ARIAS FLOREZ,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1X0-USZX1WSA1H0JJ8AITTYSKCWZIAETB/VIEW?USP=SHARING,2054,,8,INGENIERIA DE MATERIALES - UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY15,NUEVO_CONOCIMIONTO,ARTICULO A2,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,2,1,1,1,1,1,DOI: 10.2166/WCC.2022.330,HTTPS://DRIVE.GOOGLE.COM/FILE/D/11XI9_DFNLBKSEKTAHZZXN3QHHXUHTPBO/VIEW?USP=SHARING,2139,,8,ESTIMATION OF GREENHOUSE GAS EMISSIONS OF A TROPICAL RESERVOIR IN COLOMBIA,,DIONA CATALINA RODRIGUEZ LOAIZA,UNIVERSIDAD DE ANTIOQUIA,GDCON,GUSTAVO ANTONIO PE¤UELA MESA,UNIVERSIDAD DE ANTIOQUIA,GDCON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOURNAL OF WATER AND CLIMATE CHANGE,1.9
PROY8,DOCENCIA,CREACION DE CURSOS DE DOCTORADO,CREACION DE CURSOS DE MAESTRIA,CREACION DE CURSOS DE PREGRADO,CREACION DE MAESTRIA,CREACION DE DOCTORADO,CREACION DE CURSOS DE DOCTORADO,AUTOEVALUACION DE PROGRAMA DE PREGRADO,AUTOEVALUACION DE PROGRAMA DE MAESTRIA,AUTOEVALUACION DE PROGRAMA DE DOCTORADO,AUTOEVALUACION DE UNIVERSIDAD,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,"CURSO DE MAESTRIAY DOCTORADO ""TECNOLOGIAS DE MITIGACION AL CAMBIO CLIMATICO",HTTPS://DRIVE.GOOGLE.COM/FILE/D/1PYUZ6REHMRXHAUQAZUQ6KZQA6CE_PCDD/VIEW?USP=SHARING,2107,,8,TECNOLOGIAS DE MITIGACION AL CAMBIO CLIMATICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY4,FORMACION_RH,VINCULACION DE ESTUDIONTE DE PREGRADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,MICHAEL EDWIN VALENCIA GARCIA,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1X0-USZX1WSA1H0JJ8AITTYSKCWZIAETB/VIEW?USP=SHARING,2054,,8,INGENIERIA DE MATERIALES - UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY4,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,2,1,1,1,1,1,HTTPS://DOI.ORG/10.1016/J.ELECTACTA.2022.139884,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1OB5HGN7WVRBO7GHXORHSUMA0IZQWD4EV/VIEW?USP=SHARING,2139,,8,HIGH PERFORMANCE OF ELECTROCHEMICALLY MODIFIED-POLYPROPYLENE ELECTRODES FOR ALKALINE WATER SPLITTING,,CARTAGENA OCAMPO SANTIAGO,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,JORGE ANDRES CALDERON GUTIERREZ,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELECTROCHIMICA ACTA,6.9
PROY15,NUEVO_CONOCIMIONTO,ARTICULO A2,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,3,1,1,1,1,1,HTTPS://DOI.ORG/10.1007/S11356-022-19216-9,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1G2LEO_SY6K3B8QCU8KH9XA6XR2DF2Q7B/VIEW?USP=SHARING,2157,,8,"MONITORING OF CYANOBACTERIA AND CYANOTOXINS IN A COLOMBION TROPICAL
RESERVOIR",,LUISA F. CALY,UNIVERSIDAD DE ANTIOQUIA,GDCON,DIONA CATALINA RODRIGUEZ LOAIZA,UNIVERSIDAD DE ANTIOQUIA,GDCON,GUSTAVO ANTONIO PE¤UELA MESA,UNIVERSIDAD DE ANTIOQUIA,GDCON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIRONMENTAL SCIONCE AND POLLUTION RESEARCH,4.2
PROY13,APROPIACION,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,"UNIVERSIDAD DE ANTIOQUIA, UNIVALLE",,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,3,3,3,3,2,2,ARTICULO EN LA REVISTA DE LA ASOCIACION DE INGENIEROS EL‚CTRICISTAS DE LA UDEA,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1L4MPXZXQC6USEXADIHLCK-0ST_DYO7C6/VIEW?USP=SHARING,2175,,8,"INTEGRACION Y GESTION INTELIGENTE DE LAS
FUENTES DE ENERGIA RENOVABLE PARA
PROPICIAR LA SOSTENIBILIDAD ENERGETICA:
PROYECTO QUE HACE PARTE DE LA ALIONZA SOSTENIBILIDAD ENERGETICA PARA
COLOMBIA - SENECA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
